text_left,corpus,collection,hit_text,last_index,text_right,docpid,end_time,begin_time,hit_pos,hit_phonetic,first_index,hit_lemma
maar heel kort geleden dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1458,het werven van politiemannen en,fn000236,00:07:48.904,00:07:48.721,"LID(bep,stan,evon)",@t,1458,het
heel kort geleden dat het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1459,werven van politiemannen en -vrouwen,fn000236,00:07:49.391,00:07:49.205,"LID(bep,stan,evon)",@t,1459,het
? uhm en waarom is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1496,zo dat dat dat dat,fn000236,00:08:01.826,00:08:01.724,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1496,het
die inspanningen anders redden we,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1626,echt niet dat kan je,fn000236,00:08:47.008,00:08:46.938,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1626,het
nu al zeggen . want,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1637,gaat inderdaad niet om die,fn000236,00:08:49.220,00:08:49.149,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1637,het
geeft behoorlijk wat aandacht aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1667,onderdeel werving en selectie en,fn000236,00:08:59.788,00:08:59.697,"LID(bep,stan,evon)",@t,1667,het
een soort uh trechterwerking in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1721,hele traject van 't aannemen,fn000236,00:09:13.768,00:09:13.667,"LID(bep,stan,evon)",@t,1721,het
de cijfers uh en nogmaals,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1843,is dan een opleiding zegt,fn000236,00:09:49.291,00:09:49.180,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1843,het
opleidingsinstituut hebt dat dat als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1929,ware ja de centrale uh,fn000236,00:10:14.774,00:10:14.652,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1929,het
nog niet afgerond . is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2055,ik had misschien op deze,fn000236,00:10:46.962,00:10:46.862,"LID(bep,stan,evon)",@t,2055,het
uh nog &eacute;&eacute;n vraag .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2068,blijkt dat in 't kader,fn000236,00:10:50.495,00:10:50.396,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2068,het
voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1,gehele fragment een stoorzender op,fn000237,00:07:02.038,00:00:00.000,SPEC(comment),"",1,_
de BOA's in uh in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,84,algemeen . even even 't,fn000237,00:00:24.873,00:00:24.757,"LID(bep,stan,evon)",@t,84,het
uh zoals u weet is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,127,systeem als volgt . we,fn000237,00:00:41.957,00:00:41.835,"LID(bep,stan,evon)",@t,127,het
volgt . we hebben in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,135,verleden ervoor gekozen voor BOA's,fn000237,00:00:44.193,00:00:44.092,"LID(bep,stan,evon)",@t,135,het
iets . en dan hangt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,166,er vanaf voor welke wetsovertreding,fn000237,00:00:55.307,00:00:55.184,"VNW(pers,pron,stan,red,3,ev,onz)",@t,166,het
in welke mate zich in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,191,verleden situaties hebben voorgedaan .,fn000237,00:01:05.803,00:01:05.672,"LID(bep,stan,evon)",@t,191,het
voorgedaan . dan vervolgens is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,200,aan het College Van Procureurs,fn000237,00:01:09.951,00:01:09.819,"VNW(pers,pron,stan,red,3,ev,onz)",@t,200,het
dan vervolgens is het aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,202,College Van Procureurs Generaal om,fn000237,00:01:10.215,00:01:10.103,"LID(bep,stan,evon)",@t,202,het
uh toe te kennen .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,222,me merkwaardige ... dus dat,fn000237,00:01:17.282,00:01:17.159,"LID(bep,stan,evon)",@t,222,het
terwijl men dat elders in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,247,uh land wel krijgt .,fn000237,00:01:26.025,00:01:25.893,"LID(bep,stan,evon)",@t,247,het
de Vereniging Voor Natuurmonumenten aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,267,uh College Van PG's heeft,fn000237,00:01:34.413,00:01:34.321,"LID(bep,stan,evon)",@t,267,het
zou kunnen worden aan uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,320,meer of minder verstrekken van,fn000237,00:01:55.248,00:01:55.117,"LID(bep,stan,evon)",@t,320,het
zijn kabinetsperiode gezegd dat zij,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,375,wapenbezit en de wapenhandel een,fn000237,00:02:16.405,00:02:16.227,"LID(bep,stan,evon)",@t,375,het
wetsvoorstel ligt tot strafverhoging van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,408,wapenbezit en ook straf-uh-verhoging van,fn000237,00:02:30.202,00:02:30.079,"LID(bep,stan,evon)",@t,408,het
bij de bestrijding van uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,443,wapenbezit . op grond daarvan,fn000237,00:02:44.353,00:02:44.221,"LID(bep,stan,evon)",@t,443,het
interessant we moeten niet naar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,461,uitgangspunt dat daar waar om,fn000237,00:02:51.984,00:02:51.882,"LID(bep,stan,evon)",@t,461,het
gegeven . maar kijken of,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,481,noodzakelijk is dat die bevoegdheden,fn000237,00:02:59.430,00:02:59.308,"LID(bep,stan,evon)",@t,481,het
de officier van justitie in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,539,het betreft eigenlijk zeven straten,fn000237,00:03:21.864,00:03:21.599,"LID(bep,stan,evon)",@t,539,het
officier van justitie in het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,540,betreft eigenlijk zeven straten in,fn000237,00:03:22.118,00:03:22.006,"VNW(pers,pron,stan,red,3,ev,onz)",@t,540,het
uh gaande is . maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,769,het evaluatierapport komt eraan .,fn000237,00:04:39.164,00:04:38.982,"LID(bep,stan,evon)",@t,769,het
gaande is . maar het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,770,evaluatierapport komt eraan . voorzitter,fn000237,00:04:39.539,00:04:39.387,"LID(bep,stan,evon)",@t,770,het
basis en dan noem ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,931,artikel maar even artikel eenenvijftig,fn000237,00:05:21.423,00:05:21.322,"LID(bep,stan,evon)",@t,931,het
Wet Wapens En Munitie .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,946,is een belangrijk artikel .,fn000237,00:05:26.210,00:05:26.130,"VNW(pers,pron,stan,red,3,ev,onz)",@t,946,het
pilot-project geen rol en gaat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1089,meer om over de wettelijke,fn000237,00:06:10.145,00:06:10.033,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1089,het
wapens op te sporen ?,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1109,is uh bei het is,fn000237,00:06:17.166,00:06:17.043,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1109,het
? het is uh bei,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1113,is beiden het geval .,fn000237,00:06:18.206,00:06:18.057,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1113,het
uh bei het is beiden,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1116,geval . in Rot Rotterdam,fn000237,00:06:18.880,00:06:18.737,"LID(bep,stan,evon)",@t,1116,het
in zo'n problematische buurt inderdaad,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1159,resultaat ervan is dat er,fn000237,00:06:32.223,00:06:32.111,"LID(bep,stan,evon)",@t,1159,het
. uh overigens i verbaast,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1258,mij dat er morgen mondelinge,fn000237,00:07:02.398,00:07:02.277,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1258,het
onze samenleving krijgen dat mensen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1468,flink gaan vinden om wapens,fn000237,00:08:06.558,00:08:06.473,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1468,het
gaan vinden op school om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1486,te laten zien . en,fn000237,00:08:11.571,00:08:11.429,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1486,het
dat doen we pas op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1569,moment dat we d'r zeker,fn000237,00:08:41.169,00:08:41.077,"LID(bep,stan,evon)",@t,1569,het
twee van de politiewet .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1608,is misschien wel goed om,fn000237,00:08:56.205,00:08:56.077,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1608,het
uh op de vragen van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1637,lid Van De Staaij van,fn000237,00:09:04.618,00:09:04.507,"LID(bep,stan,evon)",@t,1637,het
de politiewet dan men in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1713,uh verleden gedaan heeft .,fn000237,00:09:26.273,00:09:26.096,"LID(bep,stan,evon)",@t,1713,het
m d uh dat is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1764,laatste punt wat ik u,fn000237,00:09:41.612,00:09:41.491,"LID(bep,stan,evon)",@t,1764,het
toen vervolgens gezegd uh omdat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1851,niet kennelijk overal even duidelijk,fn000237,00:10:06.782,00:10:06.679,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1851,het
. er is xxx .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,65,uh de expertise-uh-bijeenkomst die geweest,fn000238,00:00:09.956,00:00:09.839,"LID(bep,stan,evon)",@t,65,het
geweest is met ook met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,75,veld die geeft op twee,fn000238,00:00:14.698,00:00:14.564,"LID(bep,stan,evon)",@t,75,het
weet staan tegenwoordig ook in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,331,Wetboek Van Strafrecht uh uh,fn000238,00:01:26.034,00:01:25.913,"LID(bep,stan,evon)",@t,331,het
eeveertig honderd eenenveertig . wanneer,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,362,betreft een groep die bezig,fn000238,00:01:36.305,00:01:36.214,"VNW(pers,pron,stan,red,3,ev,onz)",@t,362,het
zetten want u zegt ja,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,555,het zou kunnen maar geb,fn000238,00:02:41.721,00:02:41.569,"VNW(pers,pron,stan,red,3,ev,onz)",@t,555,het
want u zegt ja het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,556,zou kunnen maar geb gebeurt,fn000238,00:02:41.863,00:02:41.721,"VNW(pers,pron,stan,red,3,ev,onz)",@t,556,het
zou kunnen maar geb gebeurt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,562,hoeveel ruimte is daar ?,fn000238,00:02:43.763,00:02:43.672,"VNW(pers,pron,stan,red,3,ev,onz)",@t,562,het
is die dus bezig met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,599,begaan van strafbare feiten .,fn000238,00:02:55.236,00:02:55.104,"LID(bep,stan,evon)",@t,599,het
meer de ja he he,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,738,zou kunnen ? nou dat,fn000238,00:03:33.809,00:03:33.717,"VNW(pers,pron,stan,red,3,ev,onz)",@t,738,het
op welke gronden uh wordt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1329,beleid uh gemaakt ? uh,fn000238,00:06:54.099,00:06:53.976,"LID(bep,stan,evon)",@t,1329,het
bij uh bij Justitie maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1694,is nu eenmaal zo .,fn000238,00:09:01.889,00:09:01.737,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1694,het
dan is vervolgens,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,3,woord aan mevrouw Verburg .,fn000241,00:00:02.263,00:00:02.131,"LID(bep,stan,evon)",@t,3,het
beoordelen op de vraag of,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,97,meer banen oplevert . een,fn000241,00:00:49.794,00:00:49.672,"LID(bep,stan,evon)",@t,97,het
loopbaanbeleid voor oudere werknemers of,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,129,integreren van allochtone werknemers .,fn000241,00:01:03.037,00:01:02.934,"LID(bep,stan,evon)",@t,129,het
de meest vergaande scenario's van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,150,CPB voorspelden dit niet .,fn000241,00:01:10.751,00:01:10.640,"LID(bep,stan,evon)",@t,150,het
zelfs sectoren die denken dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,213,kan helpen als ze Kamerleden,fn000241,00:01:34.229,00:01:34.108,"VNW(pers,pron,stan,red,3,ev,onz)",@t,213,het
beleid dat is gericht op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,267,actief bij elkaar brengen van,fn000241,00:01:59.299,00:01:59.178,"LID(bep,stan,evon)",@t,267,het
van vraag en aanbod en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,277,verkennen van en inspelen op,fn000241,00:02:01.662,00:02:01.520,"LID(bep,stan,evon)",@t,277,het
is een ander beleid dan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,296,huidige werkgelegenheidsbeleid dat vooral wordt,fn000241,00:02:08.109,00:02:07.952,"LID(bep,stan,evon)",@t,296,het
dat vooral is gericht op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,311,cre&euml;ren van extra al dan,fn000241,00:02:16.679,00:02:16.557,"LID(bep,stan,evon)",@t,311,het
. voorzitter de begroting voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,325,jaar tweeduizend ademt nog vooral,fn000241,00:02:23.025,00:02:22.913,"LID(bep,stan,evon)",@t,325,het
en mijn fractie vindt dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,342,tijd wordt voor een kanteling,fn000241,00:02:29.683,00:02:29.501,"VNW(pers,pron,stan,red,3,ev,onz)",@t,342,het
wellicht de tijd aan om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,375,ministerie van Sociale Zaken En,fn000241,00:02:41.182,00:02:41.060,"LID(bep,stan,evon)",@t,375,het
toe te voegen En Arbeidsmarktbeleid,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,429,ministerie van Sociale Zaken En,fn000241,00:03:04.077,00:03:03.956,"LID(bep,stan,evon)",@t,429,het
en nog eens werk was,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,444,motto van het kabinet Kok,fn000241,00:03:10.428,00:03:10.317,"LID(bep,stan,evon)",@t,444,het
werk was het motto van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,447,kabinet Kok &Eacute;&eacute;n . 't,fn000241,00:03:10.953,00:03:10.832,"LID(bep,stan,evon)",@t,447,het
. ongekend en onge&euml;venaard .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,470,tempo waarin de economie zich,fn000241,00:03:20.485,00:03:20.323,"LID(bep,stan,evon)",@t,470,het
de vraag op de arbeidsmarkt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,496,aanbod in rap tempo zou,fn000241,00:03:29.244,00:03:29.075,"LID(bep,stan,evon)",@t,496,het
gespannen arbeidsmarkt als gevolg .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,511,tegendeel gebeurde . daar waar,fn000241,00:03:35.878,00:03:35.715,"LID(bep,stan,evon)",@t,511,het
tegendeel gebeurde . daar waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,517,CDA in de verkiezingscampagne pleitte,fn000241,00:03:37.673,00:03:37.562,"LID(bep,stan,evon)",@t,517,het
algemene lastenverlichting die geheel volgens,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,540,computerprogramma dik zou scoren in,fn000241,00:03:48.463,00:03:48.332,"LID(bep,stan,evon)",@t,540,het
computerprogramma dik zou scoren in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,546,cre&euml;ren van werkgelegenheid . en,fn000241,00:03:51.245,00:03:51.124,"LID(bep,stan,evon)",@t,546,het
van meneer Van Zijl .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,717,enige wat ik nog verder,fn000241,00:04:43.760,00:04:43.629,"LID(bep,stan,evon)",@t,717,het
in de knel raken .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,995,gaat dan vooral om onderwijs,fn000241,00:06:02.343,00:06:02.232,"VNW(pers,pron,stan,red,3,ev,onz)",@t,995,het
overheid handel en dienstverlening en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1008,bankwezen . tekorten oplopend tot,fn000241,00:06:06.924,00:06:06.811,"LID(bep,stan,evon)",@t,1008,het
tot meer dan duizend in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1018,onderwijs bij onze ongewijzigd beleid,fn000241,00:06:11.621,00:06:11.477,"LID(bep,stan,evon)",@t,1018,het
directe en doelgerichte bemiddeling in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1048,belang van zowel de werkgever,fn000241,00:06:25.045,00:06:24.964,"LID(bep,stan,evon)",@t,1048,het
bijvoorbeeld via scholing re&iuml;ntegratie en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1160,bieden van kansen aan mensen,fn000241,00:07:11.006,00:07:10.883,"LID(bep,stan,evon)",@t,1160,het
is zij is de CDA-fractie,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,51,met ons eens dat we,fn000242,00:00:13.717,00:00:13.656,"VNW(pers,pron,stan,red,3,ev,onz)",@t,51,het
en iedereen die doorstroomt op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,87,middenniveau of van een lager,fn000242,00:00:25.653,00:00:25.540,"LID(bep,stan,evon)",@t,87,het
heeft u daarvoor ? voorzitter,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,124,zit in mijn verhaal ik,fn000242,00:00:38.180,00:00:38.035,"VNW(pers,pron,stan,red,3,ev,onz)",@t,124,het
niemand uit ik wijs op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,137,uh op het rapport van,fn000242,00:00:41.892,00:00:41.728,"LID(bep,stan,evon)",@t,137,het
wijs op het uh op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,140,rapport van het ROA die,fn000242,00:00:42.428,00:00:42.286,"LID(bep,stan,evon)",@t,140,het
uh op het rapport van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,143,ROA die een zekere toekomstverkenning,fn000242,00:00:43.199,00:00:43.087,"LID(bep,stan,evon)",@t,143,het
toekomstverkenning geeft en voorspelling maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,153,ROA doet dat niet alleen,fn000242,00:00:46.877,00:00:46.797,"LID(bep,stan,evon)",@t,153,het
veel meer uh onderzoeken dus,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,167,laat zich bijna voorspellen .,fn000242,00:00:50.270,00:00:50.148,"VNW(pers,pron,stan,red,3,ev,onz)",@t,167,het
uh bekend . maar waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,197,dan op gaat om gaat,fn000242,00:00:59.363,00:00:59.139,"VNW(pers,pron,stan,red,3,ev,onz)",@%d,197,het
in die richting en dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,217,aantrekkelijk is om uh uh,fn000242,00:01:05.227,00:01:05.125,"VNW(pers,pron,stan,red,3,ev,onz)",@t,217,het
arbeidsmarkt bewerkt moeten worden in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,256,belang van henzelf in het,fn000242,00:01:19.377,00:01:19.286,"LID(bep,stan,evon)",@t,256,het
het belang van henzelf in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,261,belang van werkgevers en arbeidsorganisaties,fn000242,00:01:20.442,00:01:20.360,"LID(bep,stan,evon)",@t,261,het
een groot probleem zit als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,365,gaat om het inzicht bijvoorbeeld,fn000242,00:01:50.770,00:01:50.689,"VNW(pers,pron,stan,red,3,ev,onz)",@t,365,het
zit als het gaat om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,368,inzicht bijvoorbeeld in de kaartenbakker,fn000242,00:01:51.316,00:01:51.175,"LID(bep,stan,evon)",@t,368,het
uh banen en ook als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,415,gaat om de voormalige Melkertbanen,fn000242,00:02:10.143,00:02:10.032,"VNW(pers,pron,stan,red,3,ev,onz)",@t,415,het
me dunkt voorzitter daar is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,430,nodige aan te verbeteren en,fn000242,00:02:15.241,00:02:15.129,"LID(bep,stan,evon)",@t,430,het
nodige aan te verbeteren en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,436,zou goed zijn als we,fn000242,00:02:16.936,00:02:16.805,"VNW(pers,pron,stan,red,3,ev,onz)",@t,436,het
tot z'n recht komen als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,468,mede gedragen wordt door zowel,fn000242,00:02:28.297,00:02:28.192,"VNW(pers,pron,stan,red,3,ev,onz)",@t,468,het
dit land met welk SUWI-voorstel,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,508,kabinet uiteindelijk ook naar de,fn000242,00:02:44.992,00:02:44.860,"LID(bep,stan,evon)",@t,508,het
zal komen . en voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,520,maken van de stap van,fn000242,00:02:48.834,00:02:48.743,"LID(bep,stan,evon)",@t,520,het
de huidige werkgelegenheidsinstrumenten kritisch tegen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,539,licht te houden . en,fn000242,00:02:57.247,00:02:57.135,"LID(bep,stan,evon)",@t,539,het
fasering van invoering voor op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,567,schema dat ggg . uh,fn000242,00:03:05.763,00:03:05.651,"LID(bep,stan,evon)",@t,567,het
dat ggg . uh tweeduizend,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,574,jaar tweeduizend drie op het,fn000242,00:03:09.174,00:03:09.053,"LID(bep,stan,evon)",@t,574,het
het jaar tweeduizend drie op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,579,oog heeft . daardoor kan,fn000242,00:03:10.403,00:03:10.292,"LID(bep,stan,evon)",@t,579,het
op tegen strakke regelgeving die,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,785,soepel en effectief inspelen op,fn000242,00:04:26.782,00:04:26.691,"LID(bep,stan,evon)",@t,785,het
deskundigheid opgebouwd met betrekking tot,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,847,begeleiden en re&iuml;ntegreren van werknemers,fn000242,00:04:47.706,00:04:47.605,"LID(bep,stan,evon)",@t,847,het
mensen leidt te vaak tot,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1036,heen en weer schuiven tussen,fn000242,00:06:03.312,00:06:03.200,"LID(bep,stan,evon)",@t,1036,het
naast de duizend instroom-doorstroombanen in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1101,kabinet Kok &Eacute;&eacute;n toen nog,fn000242,00:06:29.308,00:06:29.156,"LID(bep,stan,evon)",@t,1101,het
nog Melkertbanen geheten is in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1111,regeerakkoord voor Kok Twee vastgelegd,fn000242,00:06:32.567,00:06:32.465,"LID(bep,stan,evon)",@t,1111,het
en gewenst is . ligt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1142,niet veel meer voor de,fn000242,00:06:44.168,00:06:44.056,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1142,het
uitstroom . en dat maakt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1223,geheel ondoorzichtig en het beoordelen,fn000242,00:07:10.135,00:07:10.013,"LID(bep,stan,evon)",@t,1223,het
maakt het geheel ondoorzichtig en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1227,beoordelen van feitelijke effecten vrijwel,fn000242,00:07:11.909,00:07:11.807,"LID(bep,stan,evon)",@t,1227,het
onmogelijk . en daarom is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1238,van belang onderzoek te doen,fn000242,00:07:16.772,00:07:16.669,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1238,het
dergelijk onderzoek te doen ?,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1287,thema asielzoekers en betaalde arbeid,fn000242,00:07:36.257,00:07:36.104,"LID(bep,stan,evon)",@t,1287,het
en daarbij bekruipt mijn fractie,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1305,gevoel dat 't hier gaat,fn000242,00:07:41.285,00:07:41.121,"LID(bep,stan,evon)",@t,1305,het
bliep en mijn fractie deelt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1365,argument dat uh niets doen,fn000242,00:08:01.583,00:08:01.462,"LID(bep,stan,evon)",@t,1365,het
om genoemde redenen niet voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1449,sterk verruimen van mogelijkheden voor,fn000242,00:08:28.263,00:08:28.172,"LID(bep,stan,evon)",@t,1449,het
voelen wij ervoor om in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1470,kader van de twaalfwekenregeling het,fn000242,00:08:35.274,00:08:35.193,"LID(bep,stan,evon)",@t,1470,het
het kader van de twaalfwekenregeling,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1475,begrip teljaar te vervangen door,fn000242,00:08:37.380,00:08:37.269,"LID(bep,stan,evon)",@t,1475,het
vervangen door kalenderjaar . voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1484,actief inspelen op de arbeidsmarkt,fn000242,00:08:41.669,00:08:41.558,"LID(bep,stan,evon)",@t,1484,het
